ts,uid,sa,sp,da,dp,pr,stos,td,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,pkt,byt,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label,te,teDelta,teT,teS
1545403995.902832,CXGFvG19LNJjQKqy2j,192.168.1.195,41050,185.244.25.235,80,tcp,-,3.158705,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 14:53:15.902832128,20.44410800933838,14,53595
1545404041.458689,CsvGmC2GIpBvsnbyJ,192.168.1.195,123,147.231.100.5,123,udp,-,0.014232,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:54:01.458689024,45.55585694313049,14,53641
1545404108.458824,Ci6aQe4c4XGdf6pKo4,192.168.1.195,123,147.231.100.5,123,udp,-,0.001748,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:55:08.458823936,67.00013494491577,14,53708
1545404130.023057,CcSgZloEzkJknQDIk,192.168.1.195,41052,185.244.25.235,80,tcp,http,2.299441,151,164266,SF,-,-,5792,ShADadtctfF,114,6607,117,168910,-,Benign,-,2018-12-21 14:55:30.023056896,21.56423306465149,14,53730
1545404132.353979,CnkuiE1ejnVWSFRkzg,192.168.1.195,48986,185.244.25.235,6667,tcp,-,3.107733,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 14:55:32.353979136,2.3309221267700195,14,53732
1545404132.405451,CJCltM1gOKgWOslh23,192.168.1.195,41056,185.244.25.235,80,tcp,-,3.136227,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 14:55:32.405451008,0.05147194862365723,14,53732
1545404139.541643,CgWRxLnD9A4DVGPhj,192.168.1.195,48986,185.244.25.235,6667,tcp,irc,48976.819063,13115,18031,RSTR,-,-,0,ShAdDatfr,606,45630,1070,74159,-,Malicious,C&C,2018-12-21 14:55:39.541643008,7.1361918449401855,14,53739
1545404175.458965,CNyUPK3rSaUvZY5wEg,192.168.1.195,123,147.231.100.5,123,udp,-,0.115430,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:56:15.458964992,35.91732215881348,14,53775
1545404242.45909,C7kAJ31gcgVaQPcQTf,192.168.1.195,123,147.231.100.5,123,udp,-,0.068707,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:57:22.459089920,67.00012493133545,14,53842
1545404267.263223,CZQJdEOmrhUzmBnQf,192.168.1.195,41058,185.244.25.235,80,tcp,-,3.158698,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 14:57:47.263223040,24.80413293838501,14,53867
1545404290.459033,CNa7uF3GLDHsM6tW,192.168.1.195,123,81.2.248.189,123,udp,-,0.005231,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:58:10.459033088,23.195810079574585,14,53890
1545404309.458962,Cimm753XysAI7xLJV9,192.168.1.195,123,147.231.100.5,123,udp,-,0.010235,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:58:29.458961920,18.999928951263428,14,53909
1545404378.459174,C5AlxE1kijWQ2ENaAl,192.168.1.195,123,147.231.100.5,123,udp,-,0.001496,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 14:59:38.459173888,69.00021195411682,14,53978
1545404401.383121,CpXXCO3VX4Qx9hcIL2,192.168.1.195,41060,185.244.25.235,80,tcp,-,3.118724,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:00:01.383120896,22.92394709587097,15,54001
1545404408.582022,CcpXh71GsQ2PP3V26,192.168.1.195,41060,185.244.25.235,80,tcp,http,1.228050,151,124067,SF,-,-,2896,ShADadttcfF,93,5571,92,131755,-,Benign,-,2018-12-21 15:00:08.582021888,7.198900938034058,15,54008
1545404409.843814,C9JNfI2LrTTIXKmW5d,192.168.1.195,48994,185.244.25.235,6667,tcp,irc,1.128098,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:00:09.843813888,1.2617919445037842,15,54009
1545404409.888278,Cd9ZggIAQlC7D9tN1,192.168.1.195,41064,185.244.25.235,80,tcp,-,3.093744,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:00:09.888278016,0.044464111328125,15,54009
1545404410.924437,C9PK3i4DqlOcw7lQ68,192.168.1.195,48998,185.244.25.235,6667,tcp,-,3.097488,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:00:10.924436992,1.0361590385437012,15,54010
1545404420.926493,CH6eOnFInFzV9CnWd,192.168.1.195,49000,185.244.25.235,6667,tcp,irc,4.095418,75,243,S3,-,-,0,ShAdDaf,9,567,6,563,-,Malicious,C&C,2018-12-21 15:00:20.926492928,10.002055883407593,15,54020
1545404424.977436,CwxrWs2uD0kK3qxdqj,192.168.1.195,49002,185.244.25.235,6667,tcp,irc,1.484655,75,243,S3,-,-,0,ShAdDaf,7,447,8,667,-,Malicious,C&C,2018-12-21 15:00:24.977436160,4.05094313621521,15,54024
1545404426.417366,CMPpTV1tD3AWF8wgvf,192.168.1.195,49004,185.244.25.235,6667,tcp,-,3.124484,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:00:26.417366016,1.4399299621582031,15,54026
1545404436.419172,CgAwrZ3B8zkoGKfKEe,192.168.1.195,49006,185.244.25.235,6667,tcp,-,3.122724,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:00:36.419172096,10.001806020736694,15,54036
1545404446.421228,CdFSQsCVLV7BTAJH5,192.168.1.195,49008,185.244.25.235,6667,tcp,-,3.120734,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:00:46.421228032,10.002055883407593,15,54046
1545404447.459138,CGXWlw3npxjW27NYgh,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:00:47.459137792,1.037909984588623,15,54047
1545404456.423282,Cmc4LJ3z8Ag9ZwKYhj,192.168.1.195,49010,185.244.25.235,6667,tcp,-,3.118725,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:00:56.423281920,8.964143991470337,15,54056
1545404466.425338,CYee9y292pdYQE2S2g,192.168.1.195,49012,185.244.25.235,6667,tcp,-,3.116726,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:06.425338112,10.002056121826172,15,54066
1545404473.62199,CY3ZFX2y1lrzmruqP1,192.168.1.195,49012,185.244.25.235,6667,tcp,irc,1.329994,75,243,S3,-,-,0,ShAdDaf,8,559,7,627,-,Malicious,C&C,2018-12-21 15:01:13.621989888,7.196651935577393,15,54073
1545404474.906275,CIsnYgS10koPgiJq5,192.168.1.195,49014,185.244.25.235,6667,tcp,-,3.115707,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:14.906275072,1.284285068511963,15,54074
1545404484.908314,Ct25lt30GGfcWMYh35,192.168.1.195,49016,185.244.25.235,6667,tcp,-,3.113737,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:24.908314112,10.002038955688477,15,54084
1545404494.910368,CdiKg21PTO0LAFRwVe,192.168.1.195,49018,185.244.25.235,6667,tcp,-,3.111728,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:34.910368000,10.00205397605896,15,54094
1545404504.912673,CrSJIt20bDdZqZUYp1,192.168.1.195,49020,185.244.25.235,6667,tcp,-,3.109484,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:44.912673024,10.002305030822754,15,54104
1545404514.459241,CXMOGy1IlPNSrGP0D7,192.168.1.195,123,147.231.100.5,123,udp,-,0.073952,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:01:54.459240960,9.546567916870117,15,54114
1545404514.914728,CZ4dXoqNzFjTElq94,192.168.1.195,49022,185.244.25.235,6667,tcp,-,3.107231,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:01:54.914727936,0.4554870128631592,15,54114
1545404524.916784,C56qfa4TsblBeqwTl5,192.168.1.195,49024,185.244.25.235,6667,tcp,-,3.105229,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:04.916784128,10.002056121826172,15,54124
1545404534.918836,CMeP0t2oHP0cRhhA9i,192.168.1.195,49026,185.244.25.235,6667,tcp,-,3.103231,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:14.918836224,10.002052068710327,15,54134
1545404543.743309,Cwm4b21WBo7eZA68vk,192.168.1.195,41096,185.244.25.235,80,tcp,-,3.158703,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:02:23.743309056,8.824472904205322,15,54143
1545404544.920891,CFTSQF2XHk2oAhhp25,192.168.1.195,49030,185.244.25.235,6667,tcp,-,3.101231,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:24.920891136,1.177582025527954,15,54144
1545404550.98219,CSQqU12aXtZflt5zjj,192.168.1.195,41096,185.244.25.235,80,tcp,http,0.885992,149,84592,SF,-,-,2896,ShADadtcfF,62,3689,60,84824,-,Benign,-,2018-12-21 15:02:30.982189824,6.061298847198486,15,54150
1545404551.954385,C0jwRD1gMsWvqNQrSe,192.168.1.195,41100,185.244.25.235,80,tcp,-,3.107729,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:02:31.954385152,0.9721951484680176,15,54151
1545404554.923202,CGqFCZ0JqJyDM8Uqk,192.168.1.195,49034,185.244.25.235,6667,tcp,-,3.098977,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:34.923202048,2.9688169956207275,15,54154
1545404564.925249,CZLVsiyUkkFIYI5rk,192.168.1.195,49036,185.244.25.235,6667,tcp,-,3.096735,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:44.925249024,10.002047061920166,15,54164
1545404574.927318,CrLlx9TLlTq1dMxh6,192.168.1.195,49038,185.244.25.235,6667,tcp,-,3.094737,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:02:54.927318016,10.002068996429443,15,54174
1545404580.459403,CZv6j33zt2VU5iJBL2,192.168.1.195,123,147.231.100.5,123,udp,-,0.023984,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:03:00.459403008,5.532084941864014,15,54180
1545404584.929356,CHpAyr3COAzXf03kf2,192.168.1.195,49040,185.244.25.235,6667,tcp,-,3.092739,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:03:04.929356032,4.4699530601501465,15,54184
1545404594.931414,C2qPGk4CRLQdpnqCbf,192.168.1.195,49042,185.244.25.235,6667,tcp,irc,1.080627,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:03:14.931414016,10.002057790756226,15,54194
1545404595.966568,CCBGrQ1JQA2LKbh7if,192.168.1.195,49044,185.244.25.235,6667,tcp,irc,1.105621,74,242,S3,-,-,0,ShAdDaf,7,446,6,562,-,Malicious,C&C,2018-12-21 15:03:15.966567936,1.035154104232788,15,54195
1545404597.029712,C4QrYHrCwwI7BG5He,192.168.1.195,49046,185.244.25.235,6667,tcp,irc,4.562408,75,243,S3,-,-,0,ShAdDaf,9,567,7,615,-,Malicious,C&C,2018-12-21 15:03:17.029711872,1.0631439685821533,15,54197
1545404601.550887,CdnFaf4rNaurWOpgjf,192.168.1.195,49048,185.244.25.235,6667,tcp,irc,2.141281,75,243,S3,-,-,0,ShAdDaf,8,507,7,615,-,Malicious,C&C,2018-12-21 15:03:21.550887168,4.521175146102905,15,54201
1545404603.647442,CKiIBv3jJpBL8G6RX,192.168.1.195,49050,185.244.25.235,6667,tcp,-,3.094738,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:03:23.647442176,2.09655499458313,15,54203
1545404613.649497,CPPe5KWPZEdYdQIle,192.168.1.195,49052,185.244.25.235,6667,tcp,-,3.092739,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:03:33.649497088,10.002054929733276,15,54213
1545404623.651556,CCa9HK15p4O566bci,192.168.1.195,49054,185.244.25.235,6667,tcp,-,3.090486,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:03:43.651556096,10.002058982849121,15,54223
1545404633.653635,CfigIw4QkjMSNBx35g,192.168.1.195,49056,185.244.25.235,6667,tcp,-,3.088476,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:03:53.653635072,10.002079010009766,15,54233
1545404643.65567,CKpleE2ozYjCC8ITP8,192.168.1.195,49058,185.244.25.235,6667,tcp,irc,2.106538,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,Malicious,C&C,2018-12-21 15:04:03.655670016,10.002034902572632,15,54243
1545404645.714235,CUUCnn2WtsxJZ52MV2,192.168.1.195,49060,185.244.25.235,6667,tcp,-,3.107985,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:04:05.714235136,2.058565139770508,15,54245
1545404648.459439,ChTUNZ3la39XB3Kkfc,192.168.1.195,123,147.231.100.5,123,udp,-,0.001484,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:04:08.459439104,2.745203971862793,15,54248
1545404655.716305,CZeayF1JvD2MjoMTQ2,192.168.1.195,49062,185.244.25.235,6667,tcp,irc,1.085865,75,243,S3,-,-,0,ShAdDaf,8,499,6,563,-,Malicious,C&C,2018-12-21 15:04:15.716304896,7.256865978240967,15,54255
1545404656.756696,CiqisUwF4iPOrqkve,192.168.1.195,49064,185.244.25.235,6667,tcp,irc,1.085384,74,242,S3,-,-,0,ShAdDaf,7,446,6,562,-,Malicious,C&C,2018-12-21 15:04:16.756696064,1.040390968322754,15,54256
1545404657.801601,CTFnB43IvwZE17B3pc,192.168.1.195,49066,185.244.25.235,6667,tcp,irc,2.080571,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,Malicious,C&C,2018-12-21 15:04:17.801601024,1.0449049472808838,15,54257
1545404659.839439,CHTaOL93Y6RoEM1Ba,192.168.1.195,49068,185.244.25.235,6667,tcp,irc,1.102625,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:04:19.839438848,2.0378379821777344,15,54259
1545404660.893839,CiWz8O37n9xivuuD17,192.168.1.195,49070,185.244.25.235,6667,tcp,irc,1.108372,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:04:20.893838848,1.0543999671936035,15,54260
1545404661.949488,Cl1v7p4KZ9R4Zs9Dxb,192.168.1.195,49072,185.244.25.235,6667,tcp,-,3.112743,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:04:21.949487872,1.0556490421295166,15,54261
1545404671.951549,CRd3dm3Jm9sPrthV4,192.168.1.195,49074,185.244.25.235,6667,tcp,irc,1.080627,75,243,S3,-,-,0,ShAdDaf,8,499,6,563,-,Malicious,C&C,2018-12-21 15:04:31.951548928,10.002061128616333,15,54271
1545404672.988951,CCNgId2oq1MgYV8F47,192.168.1.195,49076,185.244.25.235,6667,tcp,irc,1.103122,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:04:32.988951040,1.0374019145965576,15,54272
1545404674.046099,CqRg1t38GOv7ZA2Pg6,192.168.1.195,49078,185.244.25.235,6667,tcp,irc,1.136107,75,243,S3,-,-,0,ShAdDaf,7,447,7,615,-,Malicious,C&C,2018-12-21 15:04:34.046098944,1.0571479797363281,15,54274
1545404675.135228,CN7YPpKaqCg34Lbz6,192.168.1.195,49080,185.244.25.235,6667,tcp,irc,2.111047,75,243,S3,-,-,0,ShAdDaft,9,571,7,615,-,Malicious,C&C,2018-12-21 15:04:35.135227904,1.0891289710998535,15,54275
1545404677.247025,C5SnwD8bLTAujLz05,192.168.1.195,49082,185.244.25.235,6667,tcp,-,3.095254,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:04:37.247024896,2.1117970943450928,15,54277
1545404684.42229,CjFtLbAQBiELhRHml,192.168.1.195,49082,185.244.25.235,6667,tcp,irc,0.939867,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:04:44.422290176,7.175265073776245,15,54284
1545404685.31418,C2oars3XT9vxKCYaX8,192.168.1.195,49084,185.244.25.235,6667,tcp,-,3.107988,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:04:45.314179840,0.8918898105621338,15,54285
1545404687.103427,ChlikY2z9b1gHy2oH5,192.168.1.195,41154,185.244.25.235,80,tcp,-,3.158697,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:04:47.103426816,1.7892470359802246,15,54287
1545404695.31625,CluNqF3ksr1jhBHs14,192.168.1.195,49088,185.244.25.235,6667,tcp,-,3.105976,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:04:55.316250112,8.212823152542114,15,54295
1545404705.318288,CjhrbhqQGvjXCYZX4,192.168.1.195,49090,185.244.25.235,6667,tcp,-,3.103981,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:05:05.318288128,10.00203800201416,15,54305
1545404714.459332,CxUu6N1ZLc2c8IwDlj,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:05:14.459332096,9.141043901443481,15,54314
1545404715.320355,C0aee825YT1qbZJJ4k,192.168.1.195,49092,185.244.25.235,6667,tcp,irc,4.141877,75,243,S3,-,-,0,ShAdDaf,9,567,6,563,-,Malicious,C&C,2018-12-21 15:05:15.320354816,0.86102294921875,15,54315
1545404719.418504,CFO0nq21NVJg4dmuk5,192.168.1.195,49094,185.244.25.235,6667,tcp,-,3.083745,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:05:19.418503936,4.098149061203003,15,54319
1545404729.420308,CY8eOO34iQsGfUh0Pe,192.168.1.195,49096,185.244.25.235,6667,tcp,-,3.081995,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:05:29.420308224,10.001804113388062,15,54329
1545404739.42261,CFRfcf38wbjoUuvn2a,192.168.1.195,49098,185.244.25.235,6667,tcp,-,3.159700,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:05:39.422609920,10.002301931381226,15,54339
1545404749.424662,C8sZic0yfUJKfUSJe,192.168.1.195,49100,185.244.25.235,6667,tcp,irc,4.087672,75,234,S3,-,-,0,ShAdDaf,11,671,7,606,-,Malicious,C&C,2018-12-21 15:05:49.424662016,10.002052068710327,15,54349
1545404753.472856,CeYnkz41qL1G6Qsht9,192.168.1.195,49102,185.244.25.235,6667,tcp,irc,4.219365,75,243,S3,-,-,0,ShAdDaf,9,567,7,615,-,Malicious,C&C,2018-12-21 15:05:53.472856064,4.04819393157959,15,54353
1545404757.646478,CJFj5v2mATzicfvjb,192.168.1.195,49104,185.244.25.235,6667,tcp,-,3.095753,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:05:57.646477824,4.173621892929077,15,54357
1545404767.64878,CLPD4i3fR8sJnYXtM9,192.168.1.195,49106,185.244.25.235,6667,tcp,-,3.093494,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:07.648780032,10.002302169799805,15,54367
1545404777.650834,C0L40U2EwaCTNn4IVb,192.168.1.195,49108,185.244.25.235,6667,tcp,-,3.091487,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:17.650834176,10.00205397605896,15,54377
1545404780.459485,CddkNU3Z5OlDZ76iL,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:06:20.459484928,2.8086509704589844,15,54380
1545404787.652885,C49tIS1LqeD8PX3GAc,192.168.1.195,49110,185.244.25.235,6667,tcp,-,3.089256,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:27.652884992,7.193399906158447,15,54387
1545404797.654944,CU5gvE33Fl7QWBlZ35,192.168.1.195,49112,185.244.25.235,6667,tcp,-,3.087235,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:37.654944000,10.002058982849121,15,54397
1545404804.822369,Cdy7bG1MIDpIcEj1x,192.168.1.195,49112,185.244.25.235,6667,tcp,irc,0.929956,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,Malicious,C&C,2018-12-21 15:06:44.822369024,7.167425155639648,15,54404
1545404805.712351,CPkFyB3J0OQYhcnxb4,192.168.1.195,49114,185.244.25.235,6667,tcp,-,3.109975,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:45.712350976,0.8899819850921631,15,54405
1545404815.714411,Cuuzkp3JCF1sVBsiz2,192.168.1.195,49116,185.244.25.235,6667,tcp,-,3.107967,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:06:55.714411008,10.002059936523438,15,54415
1545404821.22351,CrFqob1dgEyeVWJHk6,192.168.1.195,41186,185.244.25.235,80,tcp,-,3.118724,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-,2018-12-21 15:07:01.223510016,5.509099006652832,15,54421
1545404825.716702,CbPiYr3RyjVF4r7p7k,192.168.1.195,49120,185.244.25.235,6667,tcp,-,3.105494,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:05.716701952,4.493191957473755,15,54425
1545404835.71876,CiaLXg2wBrQtc8eAO8,192.168.1.195,49122,185.244.25.235,6667,tcp,irc,4.083416,75,243,S3,-,-,0,ShAdDaf,9,567,6,563,-,Malicious,C&C,2018-12-21 15:07:15.718759936,10.002058029174805,15,54435
1545404839.75745,C7hgdt12ULjfNjmGS5,192.168.1.195,49124,185.244.25.235,6667,tcp,-,3.144719,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:19.757449984,4.038690090179443,15,54439
1545404846.459403,Coosnf33JVbOnaXukf,192.168.1.195,123,147.231.100.5,123,udp,-,0.046954,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-,2018-12-21 15:07:26.459403008,6.701952934265137,15,54446
1545404849.759504,Ce5SKy2Rvs2XYKABKi,192.168.1.195,49126,185.244.25.235,6667,tcp,-,3.142724,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:29.759504128,3.3001010417938232,15,54449
1545404859.761554,CVDYPr4z79bLrJPA1c,192.168.1.195,49128,185.244.25.235,6667,tcp,-,3.140713,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:39.761553920,10.002049922943115,15,54459
1545404869.76361,Cy87QM3fGYacKN0GFl,192.168.1.195,49130,185.244.25.235,6667,tcp,-,3.138715,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:49.763609856,10.002055883407593,15,54469
1545404879.765659,Cdd2mh14vrQmCQulni,192.168.1.195,49132,185.244.25.235,6667,tcp,-,3.136714,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C,2018-12-21 15:07:59.765659136,10.002049207687378,15,54479
1545404885.782233,Cdvntf4RvCvpxlGMN6,192.168.1.195,41186,185.244.25.235,80,tcp,http,1.143354,152,100178,SF,-,-,2896,ShADacdtfF,73,4696,71,100982,-,Benign,-,2018-12-21 15:08:05.782233088,6.016573905944824,15,54485
1545404886.982299,CHyHzkIaAS9lgffN4,192.168.1.195,49132,185.244.25.235,6667,tcp,irc,2.150024,75,243,S3,-,-,0,ShAdDaf,8,499,7,615,-,Malicious,C&C,2018-12-21 15:08:06.982299136,1.200066089630127,15,54486
1545404887.012281,C4rPSu1zriZZCtGwIb,192.168.1.195,41202,185.244.25.235,80,tcp,http,1.958139,149,83792,SF,-,-,5792,ShADadtctfFR,67,4033,61,85524,-,Benign,-,2018-12-21 15:08:07.012280832,0.02998185157775879,15,54487
